Name,SellPrice,BuyPrice,AvgSellPrice,AvgBuyPrice,Sold,Bought,Profit,RelProfit,PotProfit
energy war hammer replica,0,0,0,0,0,0,0,0,0
engraved wedding ring,-1,-1,-1,-1,-1,-1,0,0,0
ensouled essence,702,702,760,542,9,149,0,0.0,0
envenom rune,-1,-1,-1,-1,-1,-1,0,0,0
envenomed arrow,-1,1,5,1,76,145,-2,-2.0,-152
epaulette,32740000,27500000,32545041,25806000,9,10,5240000,0.19,47160000
epee,8400,7915,8397,7868,65,503,485,0.06,31525
essence of a bad dream,349,304,332,307,17,886,45,0.15,765
eternal flames,64300,7000,95374,15207,8,19,57300,8.19,458400
ethno coat,-1,1,0,1,0,1,-2,-2.0,0
ewer (blue),-1,-1,-1,-1,-1,-1,0,0,0
ewer (golden),-1,-1,-1,-1,-1,-1,0,0,0
ewer (green),-1,-1,-1,-1,-1,-1,0,0,0
ewer (silver),-1,-1,-1,-1,-1,-1,0,0,0
ewer with holy water,42000,140,16333,140,3,3,41860,299.0,125580
exaltation chest,696,160,758,71,31,93,536,3.35,16616
exalted core,708962,570000,742908,604698,464,77,138962,0.24,10700074
execowtioner axe,11847,6033,11471,5923,15,36,5814,0.96,87210
execowtioner mask,-1,-1,-1,-1,-1,-1,0,0,0
executioner,56998,31146,51254,34729,9,8,25852,0.83,206816
exotic amulet,5886111,3500000,7846265,5529801,7,5,2386111,0.68,11930555
exotic flowers,1221,0,1360,0,4,0,1221,0,0
exotic legs,2000000,812020,2082390,910650,8,5,1187980,1.46,5939900
expedition backpack,1000,230,1277,236,60,28,770,3.35,21560
expedition bag,18888,10000,18388,0,6,0,8888,0.89,0
exploding cookie,0,1,0,1,0,1,-1,-1.0,0
explorer brooch,500,1,6716,6,6,49,499,499.0,2994
explosion rune,21,10,28,10,115,86,11,1.1,946
explosion rune (weak),-1,-1,-1,-1,-1,-1,0,0,0
exquisite silk,6999,2,7499,2,1,1,6997,3498.5,6997
exquisite wood,9999,0,7499,0,2,0,9999,0,0
eye of a deepling,125,125,0,113,0,61,0,0.0,0
eye of a weeper,593,593,0,541,0,9,0,0.0,0
eye of corruption,134,134,0,270,0,34,0,0.0,0
eye of the chasm,20000,0,29899,0,1,0,20000,0,0
eye of the storm,80000000,115000000,0,115000000,0,1,-35000000,-0.3,0
eye patch,998979,450001,626593,459287,17,9,548978,1.22,4940802
eye pod,99900,4000,40570,8300,5,4,95900,23.98,383600
eye-embroidered veil,887985,333333,905995,532540,5,7,554652,1.66,2773260
eyeless devourer legs,232,232,0,337,0,7,0,0.0,0
eyeless devourer maw,154,154,0,210,0,20,0,0.0,0
eyeless devourer tongue,300,300,0,300,0,3,0,0.0,0
fabulous legs,2878900,2522000,3251033,2861047,190,191,356900,0.14,67811000
fafnar symbol,998,603,999,566,2,101,395,0.66,790
fairy wings,227,192,496,199,1129,477,35,0.18,16695
fake dwarven beard,-1,10000,0,10000,0,1,-10001,-1.0,0
fake rabbit's foot,9999,10000,9999,10000,1,1,-1,-0.0,-1
faked label,-1,0,0,0,0,0,-1,0,0
falcon battleaxe,3299000,3100000,3500435,2835165,32,35,199000,0.06,6368000
falcon bow,12900000,10001000,13924429,12408718,51,38,2899000,0.29,110162000
falcon circlet,5848000,5222000,6216118,5568770,86,66,626000,0.12,41316000
falcon coif,28998000,27101000,30298390,28129050,47,44,1897000,0.07,83468000
falcon crest,5000,501,22898,586,2,63,4499,8.98,8998
falcon escutcheon,12500000,11506000,13273591,12039325,43,40,994000,0.09,39760000
falcon greaves,88995995,86006000,94595060,91039386,49,44,2989995,0.03,131559780
falcon longsword,3111000,2603000,3408227,2884177,39,35,508000,0.2,17780000
falcon mace,2938000,2204004,2873110,2474211,55,39,733996,0.33,28625844
falcon plate,37989000,34000000,38692886,35251597,47,42,3989000,0.12,167538000
falcon rod,4174000,2806000,3495555,2743408,43,30,1368000,0.49,41040000
falcon shield,3000000,3000000,13250000,0,2,0,0,0.0,0
falcon wand,2290000,1903000,3274107,2366912,55,42,387000,0.2,16254000
family brooch (dwarven),-1,-1,-1,-1,-1,-1,0,0,0
fan club membership card,-1,0,0,0,0,0,-1,0,0
fan doll of king tibianus,3500,2,2082,150,4,7,3498,1749.0,13992
fanfare,3750,1,2791,1,6,2,3749,3749.0,7498
farmer's avenger,0,0,0,0,0,0,0,0,0
feather headdress,998,6,899,6,4,11,992,165.33,3968
feedbag,6500000,2902000,4966166,3169334,6,6,3598000,1.24,21588000
fern,15,10,50,7,3,41,5,0.5,15
ferumbras puppet,197900,111100,266503,122569,14,9,86800,0.78,781200
ferumbras' amulet,20000,12100,25198,10321,41,47,7900,0.65,323900
ferumbras' candy hat,1750,600,10245,598,24,44,1150,1.92,27600
ferumbras' hat,1199999,1000102000,1106124249,1055606555,8,2,-998902001,-1.0,-1997804002
ferumbras' mana keg,49900,35002,91836,39045,10,29,14898,0.43,148980
ferumbras' staff (blunt),-1,-1,-1,-1,-1,-1,0,0,0
ferumbras' teddy,74500,10200,53452,5721,16,10,64300,6.3,643000
ferumbras' teddy santa,209500,60400,152010,37200,11,3,149100,2.47,447300
festive backpack,8552,3401,22338,8156,68,108,5151,1.51,350268
feverbloom boots,3938995,3511082,4875499,3838880,16,16,427913,0.12,6846608
fiery barbarian axe replica,50,50,0,0,0,0,0,0.0,0
fiery basher replica,50,50,0,0,0,0,0,0.0,0
fiery clerical mace replica,39999,50,39999,0,1,0,39949,798.98,0
fiery crystal mace replica,50,50,0,0,0,0,0,0.0,0
fiery dragon slayer replica,50,50,0,50,0,1,0,0.0,0
fiery headchopper replica,50,50,0,0,0,0,0,0.0,0
fiery heart,488,273,541,229,72,175,215,0.79,15480
fiery heroic axe replica,50,50,0,0,0,0,0,0.0,0
fiery horseshoe,420000,250000000,0,250000000,0,1,-249580000,-1.0,0
fiery knight axe replica,50,50,0,0,0,0,0,0.0,0
fiery mystic blade replica,50,50,0,0,0,0,0,0.0,0
fiery orcish maul replica,39999,50,39999,0,1,0,39949,798.98,0
fiery rainbow shield,-1,-1,-1,-1,-1,-1,0,0,0
fiery relic sword replica,39999,50,45000,0,2,0,39949,798.98,0
fiery spike sword replica,4999,50,4999,50,1,1,4949,98.98,4949
fiery war axe replica,50,50,0,0,0,0,0,0.0,0
fiery war hammer replica,39999,50,39999,0,1,0,39949,798.98,0
fig leaf,-1,102,184,146,13,373,-103,-1.01,-1339
figurine of cruelty,4500000,3200000,4500000,3200000,1,1,1300000,0.41,1300000
figurine of greed,3200000,1200000,3200000,0,1,0,2000000,1.67,0
figurine of hatred,1200000,2800000,0,2800000,0,1,-1600000,-0.57,0
figurine of malice,2900000,2900000,0,0,0,0,0,0.0,0
figurine of megalomania,2000000,4200000,0,4650000,0,2,-2200000,-0.52,0
figurine of spite,1200000,1200000,0,2600000,0,3,0,0.0,0
file ah-x17l89,-1,10000,0,10000,0,1,-10001,-1.0,0
filled carrying device,-1,0,0,0,0,0,-1,0,0
filled jalapeno peppers,64999,26200,59686,26795,144,39,38799,1.48,1513161
filled milk churn,10,10,0,0,0,0,0,0.0,0
filthy bunnyslippers,399,1,820,3,19,7,398,398.0,2786
final judgement,5399998,4216014,6122840,4741276,12,11,1183984,0.28,13023824
fine sulphur,40000,27,44666,27,3,1,39973,1480.48,39973
fir cone,50,12,54,8,15,93,38,3.17,570
fire amplification,1900000,806000,1652681,1058520,16,9,1094000,1.36,9846000
fire axe,7799,7391,7747,7414,128,1663,408,0.06,52224
fire blacksteel replica,50,50,0,0,0,0,0,0.0,0
fire bomb rune,150,121,149,116,1432,391,29,0.24,11339
fire bug,450,44,466,32,232,66,406,9.23,26796
fire field rune,40,2,54,4,162,64,38,19.0,2432
fire mushroom,210,192,218,185,153,613,18,0.09,2754
fire resilience,898999,411565,594851,296607,24,7,487434,1.18,3412038
fire sword,3750,3501,3941,3589,199,2137,249,0.07,49551
fire wall rune,74,41,73,34,417,131,33,0.8,4323
fireball rune,32,20,32,13,132,86,12,0.6,1032
fireball rune (weak),-1,-1,-1,-1,-1,-1,0,0,0
fireborn giant armor,158119,130315,227351,139289,12,18,27804,0.21,333648
fireheart cuirass,900000,494370,1085890,788669,13,12,405630,0.82,4867560
fireheart hauberk,943896,435457,1299000,799228,1,9,508439,1.17,508439
fireheart platemail,1190000,1000000,1190000,1000000,1,1,190000,0.19,190000
firemind raiment,994897,666668,895627,726712,100,76,328229,0.49,24945404
fireproof horn,14890,10000,25706,10010,7,24,4890,0.49,34230
firesoul tabard,320000,204472,443535,328048,20,19,115528,0.57,2195032
fireworks capsule,200,1,834,154,80,117,199,199.0,15920
fireworks in shape of '0',-1,-1,-1,-1,-1,-1,0,0,0
fireworks in shape of '1',-1,-1,-1,-1,-1,-1,0,0,0
fireworks in shape of '2',-1,-1,-1,-1,-1,-1,0,0,0
fireworks in shape of '3',-1,-1,-1,-1,-1,-1,0,0,0
fireworks in shape of '4',-1,-1,-1,-1,-1,-1,0,0,0
fireworks in shape of '5',-1,-1,-1,-1,-1,-1,0,0,0
fireworks in shape of '6',-1,-1,-1,-1,-1,-1,0,0,0
fireworks in shape of '7',-1,-1,-1,-1,-1,-1,0,0,0
fireworks in shape of '8',-1,-1,-1,-1,-1,-1,0,0,0
fireworks in shape of '9',-1,-1,-1,-1,-1,-1,0,0,0
fireworks rocket,125000,5006,82086,8750,16,4,119994,23.97,479976
firlefanz,139800,57100,152922,66400,15,12,82700,1.45,992400
fish,500,1,572,1,5,8,499,499.0,2495
fish fin,183,131,157,122,172,666,52,0.4,8944
fish flakes,-1,10000,0,10000,0,1,-10001,-1.0,0
fish tail,-1,0,1,0,5,0,-1,0,0
fishing rod,500,1,572,1,5,8,499,499.0,2495
fishnapped goldfish,15000,7000,17085,2935,5,3,8000,1.14,24000
fist on a stick,395996,222509,354427,217267,41,12,173487,0.78,2081844
flames of the percht queen,73800,38015,85509,43204,48,45,35785,0.94,1610325
flaming arrow,-1,1,5,1,103,104,-2,-2.0,-206
flash arrow,-1,1,2,1,62,217,-2,-2.0,-124
flask of chitin dissolver,298,0,172,0,3,0,298,0,0
flask of cough syrup,2999,0,3135,0,39,0,2999,0,0
flask of crown polisher,1385,65,1368,46,107,11,1320,20.31,14520
flask of demonic blood,48,46,54,42,94,1064,2,0.04,188
flask of dissolved chitin,2169,50,1855,50,3,2,2119,42.38,4238
flask of embalming fluid,3558,3274,3814,3246,1107,1598,284,0.09,314388
flask of extra greasy oil,2000,0,33863,0,4,0,2000,0,0
flask of plant poison,7998,0,9633,0,3,0,7998,0,0
flask of poison,-1,0,0,0,0,0,-1,0,0
flask of rust remover,82,29,82,26,1209,111,53,1.83,5883
flask of warrior's sweat,10300,9533,10356,9463,122,242,767,0.08,93574
flask with beaver bait,-1,1,68,1,6,15,-2,-2.0,-12
flask with magical oil,-1,0,0,0,0,0,-1,0,0
flask with oil and blood,-1,0,0,0,0,0,-1,0,0
flask with paint,0,0,0,0,0,0,0,0,0
flawless ice crystal,20,20,0,0,0,0,0,0.0,0
flexible dragon scale,99,99,0,20,0,2,0,0.0,0
flintstone,403,403,0,405,0,19,0,0.0,0
flour,347,1,637,17,145,38,346,346.0,13148
flower bouquet,99,2,212,2,18,18,97,48.5,1746
flower bowl,888,1,270,1,99,53,887,887.0,47011
flower dress,606,606,23499,533,2,16,0,0.0,0
flower wreath,-1,-1,-1,-1,-1,-1,0,0,0
fly agaric (item),-1,-1,-1,-1,-1,-1,0,0,0
focus cape,5998,5870,5953,5562,570,2754,128,0.02,72960
folded artefact carpet i,1100,1100,26294,0,8,0,0,0.0,0
folded artefact carpet ii,1100,1100,15599,0,5,0,0,0.0,0
folded artefact carpet iii,-1,1000,14285,1000,7,1,-1001,-1.0,-1001
folded artefact carpet iv,9998,1100,15221,550,18,2,8898,8.09,17796
folded artefact carpet v,1100,1100,14999,0,4,0,0,0.0,0
folded artefact carpet vi,9999,1100,16999,0,10,0,8899,8.09,0
folded artefact carpet vii,10001,10001,0,0,0,0,0,0.0,0
folded eldritch carpet,1397541,600000,1500000,683333,1,3,797541,1.33,797541
folded rift carpet,2465,1032,2470,1468,201,243,1433,1.39,288033
folded void carpet,1398,624,1983,861,142,202,774,1.24,109908
food crate,20000,20000,0,0,0,0,0,0.0,0
food matrix crystal,50000,0,50000,0,1,0,50000,0,0
forbidden fruit,4999000,2227000,3845500,2106000,6,1,2772000,1.24,2772000
forbidden tome,5000000,10000000,0,12259462,0,6,-5000000,-0.5,0
fork,3500000,2705004,3481127,2714402,15,10,794996,0.29,7949960
formula for a memory potion,0,0,0,0,0,0,0,0,0
four-leaf clover,6297998,5000030,6261856,5277380,7,8,1297968,0.26,9085776
fox paw,91,66,93,67,8,531,25,0.38,200
foxtail,6090000,4591000,5638000,0,5,0,1499000,0.33,0
foxtail amulet,184994,161000,155742,131943,273,218,23994,0.15,5230692
framed birthday card,46993,10000,48494,9050,2,10,36993,3.7,73986
frazzle skin,400,331,409,368,49,897,69,0.21,3381
frazzle tongue,680,635,685,627,23,968,45,0.07,1035
frazzlemaw santa,130000,31200,89204,25069,10,1,98800,3.17,98800
fresh fruit,199,1,334,1,10,25,198,198.0,1980
friendship amulet (replica),-1,-1,-1,-1,-1,-1,0,0,0
frost charm,100,0,83,0,3,0,100,0,0
frost giant pelt,87,87,0,81,0,19,0,0.0,0
frostbite herb,0,0,0,0,0,0,0,0,0
frostflower boots,12090000,8562000,12577395,11195103,10,10,3528000,0.41,35280000
frostheart cuirass,1200700,853000,1200700,853000,1,1,347700,0.41,347700
frostheart hauberk,1600000,689300,1300000,689300,2,1,910700,1.32,910700
frostheart platemail,700400,1000000,2144210,1000000,1,1,-299600,-0.3,-299600
frostmind raiment,2199999,1212100,1572648,1278249,41,35,987899,0.82,34576465
frostsoul tabard,677982,460000,571424,501667,5,3,217982,0.47,653946
frosty ear of a troll,30,1,300,8,2,29,29,29.0,58
frosty heart,336,224,335,182,126,392,112,0.5,14112
frozen chain,25500,25000,27500,25000,2,1,500,0.02,500
frozen claw,14999,1000,17666,276,2,4,13999,14.0,27998
frozen heart (replica),-1,-1,-1,-1,-1,-1,0,0,0
frozen lightning,590,220,548,228,5,246,370,1.68,1850
frozen plate,54000,3800,16546,4204,21,9,50200,13.21,451800
frozen starlight,26999,16201,29081,17106,150,127,10798,0.67,1371346
frozen time,480,2250,0,2250,0,4,-1770,-0.79,0
funeral urn,-1,0,0,0,0,0,-1,0,0
fur armor,4944,4659,4956,4564,47,996,285,0.06,13395
fur backpack,91,22,127,12,153,188,69,3.14,10557
fur bag,488,0,932,0,25,0,488,0,0
fur boots,4800,1100,2005,950,23,48,3700,3.36,85100
fur cap,499999,35457,699999,0,4,0,464542,13.1,0
fur shred,-1,-1,-1,-1,-1,-1,0,0,0
furious frock,59880000,50000000,59880000,50000000,1,1,9880000,0.2,9880000
furry club,1000,915,1022,852,52,1126,85,0.09,4420
galea mortis,1499000,1046100,2058220,1412450,54,49,452900,0.43,22192100
garlic bread,22222,1001,27861,1321,31,14,21221,21.2,297094
garlic cookie,3333,101,2426,290,67,41,3232,32.0,132512
garlic necklace,59,59,147,85,1386,831,0,0.0,0
garnet necklace,350000,355555,0,355555,0,1,-5555,-0.02,0
gauze bandage,89,69,82,61,28,447,20,0.29,560
gear crystal,-1,-1,-1,-1,-1,-1,0,0,0
gear wheel,42,0,93,0,30,0,42,0,0
gearwheel chain,4999,4070,4987,4306,102,322,929,0.23,94758
gem holder,-1,10000,0,10000,0,1,-10001,-1.0,0
gemmed figurine,5780,3420,4966,3448,3,535,2360,0.69,7080
geomancer's robe,900,5,996,26,1,8,895,179.0,895
geomancer's staff,599,76,599,76,1,7,523,6.88,523
ghastly dragon head,-1,-1,-1,-1,-1,-1,0,0,0
ghost backpack,3500000,2704000,3328606,2804500,28,12,796000,0.29,9552000
ghost charm,54999,5555,55000,4499,8,2,49444,8.9,98888
ghost chestplate,2400890,2133002,2634412,2393213,94,108,267888,0.13,25181472
ghost claw,193333,77000,247734,133334,34,19,116333,1.51,2210327
ghost duster,-1,0,0,0,0,0,-1,0,0
ghost's tear,30000,5000,37499,5000,2,3,25000,5.0,50000
ghostly tissue,296,10,298,22,1,34,286,28.6,286
ghoul snack,250,30,269,30,36,258,220,7.33,7920
giant amethyst,60900,58800,60190,57173,11,479,2100,0.04,23100
giant ape's hair,89999,0,150000,0,1,0,89999,0,0
giant crab pincer,10000,10000,0,10000,0,1,0,0.0,0
giant emerald,90999,87800,90489,85020,15,361,3199,0.04,47985
giant eye,-1,126,1332,237,3,20,-127,-1.01,-381
giant pacifier,129,1,736,6,19,38,128,128.0,2432
giant ruby,69599,68700,72499,65944,7,368,899,0.01,6293
giant sapphire,50979,49090,50763,48143,7,688,1889,0.04,13223
giant shimmering pearl,2995,2955,2899,2898,5,920,40,0.01,200
giant shimmering pearl (brown),-1,-1,-1,-1,-1,-1,0,0,0
giant shimmering pearl (green),-1,-1,-1,-1,-1,-1,0,0,0
giant shrimp,130000,100406,188584,83419,14,5,29594,0.29,147970
giant smithhammer,490,26,1606,26,11,25,464,17.85,5104
giant sword,16680,15916,17078,15963,128,1752,764,0.05,97792
giant tentacle,9091,9091,0,7472,0,18,0,0.0,0
giant topaz,80999,78700,82704,75991,15,272,2299,0.03,34485
gilded birthday cup,10000,10000,10000,10000,1,5,0,0.0,0
gilded eldritch bow,7000000,7000000,0,0,0,0,0,0.0,0
gilded eldritch claymore,84999999,20000000,84999999,0,1,0,64999999,3.25,0
gilded eldritch greataxe,10000000,10000000,0,0,0,0,0,0.0,0
gilded eldritch rod,0,14000000,0,14000000,0,1,-14000000,-1.0,0
gilded eldritch wand,29999999,10022288,27499666,0,3,0,19977711,1.99,0
gilded eldritch warmace,-1,0,39850700,0,1,0,-1,0,0
gill coat,2672,497,4258,879,94,60,2175,4.38,130500
gill gugel,3756,101,5620,805,101,78,3655,36.19,285090
gill legs,3629,1463,5955,1848,221,139,2166,1.48,301074
gill necklace,23173,21098,23558,19768,1690,748,2075,0.1,1552100
gingerbread recipe,9000,100,9425,0,3,0,8900,89.0,0
gingerbreadman,989,251,925,261,77,234,738,2.94,56826
girl's dress,-1,0,0,0,0,0,-1,0,0
girlish hair decoration,30,21,33,17,7,304,9,0.43,63
girtablilu warrior carapace,201,201,0,385,0,9,0,0.0,0
glacial rod,6499,6382,6604,6346,140,1123,117,0.02,16380
glacier amulet,1549,1456,1556,1474,1312,1024,93,0.06,95232
glacier kilt,11200,10830,11328,10755,157,1152,370,0.03,58090
glacier mask,2999,2470,2852,2466,46,583,529,0.21,24334
glacier robe,11100,10820,11287,10852,67,803,280,0.03,18760
glacier shoes,3876,2470,4726,2466,83,499,1406,0.57,116698
gland,5555,5555,0,0,0,0,0,0.0,0
glass of goo,10000000,15000004,0,16000002,0,2,-5000004,-0.33,0
glass tube,0,0,0,0,0,0,0,0,0
gleaming starlight vial,-1,-1,-1,-1,-1,-1,0,0,0
glimmering soil,14000,515,14000,5,1,1,13485,26.18,13485
glistening bone,83,151,0,151,0,4,-68,-0.45,0
glob of acid slime,24,21,23,20,2,438,3,0.14,6
glob of glooth,118,72,105,65,14,278,46,0.64,644
glob of mercury,12,12,300,12,1,52,0,0.0,0
glob of tar,12,12,0,13,0,62,0,0.0,0
globe kit,100000,100000,0,0,0,0,0,0.0,0
gloom wolf fur,14647,12732,17192,14007,1029,720,1915,0.15,1378800
glooth amulet,1997,1753,2183,1753,111,670,244,0.14,27084
glooth axe,1894,1326,1586,1302,36,709,568,0.43,20448
glooth backpack,84,10,97,7,99,92,74,7.4,6808
glooth bag,-1,-1,-1,-1,-1,-1,0,0,0
glooth blade,2098,1321,2155,1319,77,701,777,0.59,59829
glooth cape,6685,6685,7144,6495,16,165,0,0.0,0
glooth capsule,990,175,537,138,66,101,815,4.66,53790
glooth club,1988,1327,1790,1316,51,687,661,0.5,33711
glooth injection tube,300,198,315,187,8,151,102,0.52,816
glooth sandwich,20,2,12,2,7,64,18,9.0,126
glooth spear,15,5,16,6,49,232,10,2.0,490
glooth steak,0,2,0,3,0,90,-2,-1.0,0
glooth whip,2800,1721,2391,1721,11,76,1079,0.63,11869
glorious axe,2500,1921,2754,2338,309,2421,579,0.3,178911
glow wine,2542,950,3294,631,43,13,1592,1.68,20696
glowing carrot,740,740,0,638,0,9,0,0.0,0
glowing mushroom,10000,100,13004,100,6,3,9900,99.0,29700
glowing rune,257,257,1443,273,1,59,0,0.0,0
glutton's mace,22500,0,22500,0,1,0,22500,0,0
gnome armor,39578000,39578000,44892954,40384250,22,16,0,0.0,0
gnome helmet,14197000,12009000,14100394,12916925,47,40,2188000,0.18,87520000
gnome legs,32884000,29011000,30619402,27872666,35,18,3873000,0.13,69714000
gnome shield,1064990,852211,960280,842960,132,101,212779,0.25,21490679
gnome sword,174899,130005,202632,149674,68,68,44894,0.35,3052792
gnomevil's hat,14900,2518,21792,3113,34,14,12382,4.92,173348
gnomish supply package,1800,151,1058,128,34,32,1649,10.92,52768
gnomish voucher type ca1,1299666,0,1024452,0,12,0,1299666,0,0
gnomish voucher type ca2,9000,333,16518,709,42,13,8667,26.03,112671
gnomish voucher type cb,8494,1721,7223,1710,46,2,6773,3.94,13546
gnomish voucher type ma1,998666,480114,1005188,0,9,0,518552,1.08,0
gnomish voucher type ma2,9000,366,14696,359,41,16,8634,23.59,138144
gnomish voucher type mb,8494,2000,6747,2000,48,1,6494,3.25,6494
goanna claw,203,203,0,181,0,112,0,0.0,0
goanna meat,155,155,176,133,5,172,0,0.0,0
goat grass,47,10,48,9,2,92,37,3.7,74
goblet of gloom,5001,5001,0,4000,0,3,0,0.0,0
goblin ear,2000,401,1953,425,12,20,1599,3.99,19188
goblin statue kit,-1,0,0,0,0,0,-1,0,0
god flowers,122,1,126,3,130,71,121,121.0,8591
gold ingot,5350,4966,5235,4924,70,1842,384,0.08,26880
gold nugget,900,676,2428,609,19,98,224,0.33,4256
gold ring,8299,7885,8507,7877,13,408,414,0.05,5382
gold token,31700,29618,34009,31818,3932,2729,2082,0.07,5681778
gold-brocaded cloth,799,105,1027,109,7,69,694,6.61,4858
golden amulet,10000,16,9700,20,5,11,9984,624.0,49920
golden armor,20499,19790,20485,19799,61,468,709,0.04,43249
golden axe,2999,36,5267,13,8,28,2963,82.31,23704
golden backpack,150,10,265,14,248,219,140,14.0,30660
golden bag,99,0,97,0,54,0,99,0,0
golden bell,109000,0,104999,0,2,0,109000,0,0
golden bijou,58900,550,70500,940,1,12,58350,106.09,58350
golden blessed shield,999999,999999,0,0,0,0,0,0.0,0
golden boots,4178992,3904004,4359656,3916548,12,11,274988,0.07,3024868
golden can of oil,1449996,1230100,1548696,1276781,13,10,219896,0.18,2198960
golden cheese wedge,40000,5621,135000,5584,2,36,34379,6.12,68758
golden cotton reel,120000,10000,174999,10000,2,1,110000,11.0,110000
golden crown,100000,100000,0,0,0,0,0,0.0,0
golden dustbin,8600,2333,7925,3263,4,30,6267,2.69,25068
golden fir cone,35000,25000,41546,21187,127,25,10000,0.4,250000
golden helmet,4210000,4210000,0,0,0,0,0,0.0,0
golden horned helmet,100000,100000,0,0,0,0,0,0.0,0
golden horseshoe,3000000,260000,2500000,260000,2,1,2740000,10.54,2740000
golden hyaena pendant,11990,7300,13413,1956,3,9,4690,0.64,14070
golden legs,30798,29710,30985,29712,122,307,1088,0.04,132736
golden lotus brooch,268,196,251,208,16,438,72,0.37,1152
golden magic longsword,999999,999999,0,0,0,0,0,0.0,0
golden mask,37600,37370,37585,35765,4,138,230,0.01,920
golden mug,245,134,226,117,145,701,111,0.83,16095
golden newspaper (replica),-1,-1,-1,-1,-1,-1,0,0,0
golden prison key,640000,154563,242744,90828,5,6,485437,3.14,2427185
golden raid token,-1,0,0,0,0,0,-1,0,0
golden rune emblem (animate dead),-1,-1,-1,-1,-1,-1,0,0,0
golden rune emblem (avalanche),-1,-1,-1,-1,-1,-1,0,0,0
golden rune emblem (chameleon),-1,-1,-1,-1,-1,-1,0,0,0
golden rune emblem (destroy field),-1,-1,-1,-1,-1,-1,0,0,0
golden rune emblem (disintegrate),-1,-1,-1,-1,-1,-1,0,0,0
golden rune emblem (energy bomb),-1,-1,-1,-1,-1,-1,0,0,0
golden rune emblem (energy wall),-1,-1,-1,-1,-1,-1,0,0,0
golden rune emblem (explosion),-1,-1,-1,-1,-1,-1,0,0,0
golden rune emblem (fire field),-1,-1,-1,-1,-1,-1,0,0,0
golden rune emblem (fireball),-1,-1,-1,-1,-1,-1,0,0,0
golden rune emblem (firebomb),-1,-1,-1,-1,-1,-1,0,0,0
golden rune emblem (great fireball),-1,-1,-1,-1,-1,-1,0,0,0
golden rune emblem (heavy magic missile),-1,-1,-1,-1,-1,-1,0,0,0
golden rune emblem (holy missile),-1,-1,-1,-1,-1,-1,0,0,0
golden rune emblem (icicle),-1,-1,-1,-1,-1,-1,0,0,0
golden rune emblem (light magic missile),-1,-1,-1,-1,-1,-1,0,0,0
golden rune emblem (magic wall),-1,-1,-1,-1,-1,-1,0,0,0
golden rune emblem (paralyze),-1,-1,-1,-1,-1,-1,0,0,0
golden rune emblem (poison bomb),-1,-1,-1,-1,-1,-1,0,0,0
golden rune emblem (soulfire),-1,-1,-1,-1,-1,-1,0,0,0
golden rune emblem (sudden death),-1,-1,-1,-1,-1,-1,0,0,0
golden rune emblem (thunderstorm),-1,-1,-1,-1,-1,-1,0,0,0
golden rune emblem (ultimate healing),-1,-1,-1,-1,-1,-1,0,0,0
golden rune emblem (wild growth),-1,-1,-1,-1,-1,-1,0,0,0
golden scorpion pendant,-1,0,0,0,0,0,-1,0,0
golden sickle,700,381,719,376,44,382,319,0.84,14036
golden skull,19990,7904,11456,7625,10,38,12086,1.53,120860
golden talon,10000,1400,8496,1400,7,7,8600,6.14,60200
goldfish bowl,555,0,386,0,3,0,555,0,0
golem blueprint,-1,0,19137,0,8,0,-1,0,0
golem disassembler,99,0,264,0,3,0,99,0,0
golem head,45000,5995,57125,5995,4,1,39005,6.51,39005
golem part,9000,25,7622,344,12,6,8975,359.0,53850
golem wrench,130358,40300,144266,39213,8,3,90058,2.23,270174
goo shell,2500000,700706,2997755,700706,1,1,1799294,2.57,1799294
gooey mass,54997,41776,63023,45243,333,85,13221,0.32,1123785
goosebump leather,1997,1650,3097,1705,749,214,347,0.21,74258
grainy fireworks powder,104,12,911,8,21,88,92,7.67,1932
grant of arms,99999,60900,102200,61033,21,9,39099,0.64,351891
grapes,50,0,6,0,41,0,50,0,0
grappling hook,77,77,0,84,0,223,0,0.0,0
grasshopper legs,43997,30201,56477,41120,404,317,13796,0.46,4373332
grave flower,998,8,1983,8,45,46,990,123.75,44550
great axe,867777,302600,622586,302728,3,2,565177,1.87,1130354
great fireball rune,58,56,57,56,3174,703,2,0.04,1406
great fireball rune (weak),-1,-1,-1,-1,-1,-1,0,0,0
great health potion,80,65,68,58,2036,4777,15,0.23,30540
great mana potion,146,142,145,142,5026,4578,4,0.03,18312
great shield,5189992,3500000,4888673,4536334,11,9,1689992,0.48,15209928
great spirit potion,157,145,172,159,1383,4565,12,0.08,16596
greed's arm,735000,735000,0,848333,0,6,0,0.0,0
green backpack,400,20,347,7,134,75,380,19.0,28500
green bag,788,0,720,0,30,0,788,0,0
green balloons,100,1,330,8,4,36,99,99.0,396
green bandage,320,153,269,143,15,208,167,1.09,2505
green bed kit,-1,-1,-1,-1,-1,-1,0,0,0
green crystal fragment,790,790,798,780,5,1154,0,0.0,0
green crystal shard,1482,1482,0,1479,0,1134,0,0.0,0
green crystal splinter,419,389,408,360,44,774,30,0.08,1320
green cushioned chair kit,-1,0,0,0,0,0,-1,0,0
green dragon leather,5900,4403,5653,4745,1175,1686,1497,0.34,1758975
green dragon scale,200,90,521,74,150,482,110,1.22,16500
green fireworks powder,170,13,238,25,15,72,157,12.08,2355
