Name,SellPrice,BuyPrice,AvgSellPrice,AvgBuyPrice,Sold,Bought,Profit,RelProfit,PotProfit
werebear skull,250,135,230,143,6,499,115,0.85,690
werebear trophy,10900,9636,10670,9435,16,181,1264,0.13,20224
wereboar hooves,280,188,544,187,155,538,92,0.49,14260
wereboar loincloth,858,858,1334,1125,125,896,0,0.0,0
wereboar trophy,9998,8221,9764,8666,16,188,1777,0.22,28432
wereboar tusks,190,131,174,125,5,589,59,0.45,295
werefox tail,158,158,688,135,3,527,0,0.0,0
werefox trophy,8791,8136,8746,8091,8,165,655,0.08,5240
werehyaena nose,219,151,197,198,14,1136,68,0.45,952
werehyaena talisman,358,138,314,278,4,578,220,1.59,880
werehyaena trophy,11686,9137,11460,10299,38,732,2549,0.28,96862
werewolf amulet,2998,2449,3033,2485,333,775,549,0.22,182817
werewolf fangs,200,137,170,124,11,501,63,0.46,693
werewolf fur,316,316,383,310,4,494,0,0.0,0
werewolf helmet,25300000,9501003,14370604,10361029,18,15,15798997,1.66,236984955
whacking driller of fate,590000,445014,491492,376622,146,103,144986,0.33,14933558
whacking driller of fate (jammed),-1,-1,-1,-1,-1,-1,0,0,0
whisper moss,0,1,0,1,0,1,-1,-1.0,0
white deer antlers,380,300,360,260,8,132,80,0.27,640
white deer skin,700,146,283,138,10,135,554,3.79,5540
white dress,-1,0,0,0,0,0,-1,0,0
white flower,3333,3333,0,0,0,0,0,0.0,0
white gem,11900,11442,11967,11434,20,565,458,0.04,9160
white mushroom,-1,1,7,1,185,71,-2,-2.0,-142
white pearl,160,157,161,136,67,859,3,0.02,201
white piece of cloth,872,312,1027,656,198,313,560,1.79,110880
white raven kit,5000000,12001000,0,12001500,0,2,-7001000,-0.58,0
white silk flower,10497,8427,10347,8447,40,190,2070,0.25,82800
white tapestry,120,1,97,1,56,13,119,119.0,1547
whoopee cushion,-1,0,0,0,0,0,-1,0,0
widow's mandibles,95,74,102,71,8,115,21,0.28,168
wild flowers,81,81,182,79,8,114,0,0.0,0
wild growth rune,144,120,162,114,570,136,24,0.2,3264
wimp tooth chain,40,40,372,44,4,35,0,0.0,0
windborn colossus armor,350200,350200,238475,191300,4,2,0,0.0,0
winged backpack,70000,34511,86726,45627,81,44,35489,1.03,1561516
winged boots,16500,10713,21703,14503,117,116,5787,0.54,671292
winged helmet,300,1,700,1,1,1,299,299.0,299
winged tail,770,556,758,572,6,320,214,0.38,1284
winning lottery ticket,170000,23419,39087,20733,56,18,146581,6.26,2638458
winter wolf fur,6143,5769,6477,5688,658,909,374,0.06,246092
winterberry liquor,99,1,439,2,4,21,98,98.0,392
winterblade,749000,556000,832297,631863,64,61,193000,0.35,11773000
witch broom,100,1,99,12,2,56,99,99.0,198
witch hat,6992,4113,5690,3921,31,47,2879,0.7,89249
witches' cap spot,-1,0,0,0,0,0,-1,0,0
witchesbroom,0,0,0,0,0,0,0,0,0
witchhunter's coat,-1,0,0,0,0,0,-1,0,0
witherblossom,-1,0,0,0,0,0,-1,0,0
withered pauldrons,283,283,0,575,0,3,0,0.0,0
withered scalp,300,300,0,0,0,0,0,0.0,0
wolf backpack,192751,192751,292648,178127,34,25,0,0.0,0
wolf paw,100,24,365,36,140,496,76,3.17,10640
wolf tooth chain,55000,5150,60285,0,7,0,49850,9.68,0
wolf tooth chain (ceiron),-1,-1,-1,-1,-1,-1,0,0,0
wolf trophy,2895,1867,2729,1828,9,202,1028,0.55,9252
wood,57499,39095,46568,35557,170,158,18404,0.47,2907832
wood cape,5049,4793,5053,4746,262,2470,256,0.05,67072
wood mushroom,30,6,29,6,5,91,24,4.0,120
wooden chair kit,-1,0,0,0,0,0,-1,0,0
wooden doll,29999,3,39000,3,1,1,29996,9998.67,29996
wooden flute,100,41,341,41,8,17,59,1.44,472
wooden hammer,-1,0,475,0,2,0,-1,0,0
wooden shield,-1,0,0,0,0,0,-1,0,0
wooden spellbook,11677,11533,12403,11417,92,640,144,0.01,13248
wooden spoon,99,10,99,10,4,24,89,8.9,356
wooden stake,57499,39095,46568,35557,170,158,18404,0.47,2907832
wooden sword,799999,402000,708999,376000,3,4,397999,0.99,1193997
wooden ties,-1,1,1500,1,5,1,-2,-2.0,-2
wooden whistle,2800000,2800000,0,0,0,0,0,0.0,0
wool,1500,1500,5000,1005,1,1,0,0.0,0
worm,276,276,0,224,0,8,0,0.0,0
worm punisher,250,250,0,180,0,4,0,0.0,0
worm queen tooth,13500,2222,14496,0,6,0,11278,5.08,0
worn firewalker boots,139000,85700,124592,87125,13,12,53300,0.62,639600
worn soft boots,418594,361070,440812,387786,86,179,57524,0.16,4947064
wrinkled parchment,-1,0,0,0,0,0,-1,0,0
writhing brain,52000,360900,0,360900,0,1,-308900,-0.86,0
writhing heart,250000,82000,202374,131450,4,2,168000,2.05,336000
wyrm scale,405,361,617,338,289,928,44,0.12,12716
wyvern fang,1592,1435,2014,1423,50,305,157,0.11,7850
wyvern talisman,4458,3909,4586,3273,767,1182,549,0.14,421083
xodet's first wand,0,100000,0,100000,0,1,-100000,-1.0,0
yalahari armor,51195,22222,61187,32268,9,9,28973,1.3,260757
yalahari figurine,21000,21000,0,0,0,0,0,0.0,0
yalahari leg piece,314493,260000,333698,289879,122,98,54493,0.21,5340314
yalahari mask,379591,350000,404044,329884,284,223,29591,0.08,6598793
yellow backpack,67,1,56,9,185,228,66,66.0,12210
yellow bag,800,0,49,0,33,0,800,0,0
yellow bed kit,-1,-1,-1,-1,-1,-1,0,0,0
yellow fireworks powder,154,14,182,10,13,67,140,10.0,1820
yellow fireworks rocket,-1,-1,-1,-1,-1,-1,0,0,0
yellow gem,1000,997,997,991,13,5307,3,0.0,39
yellow piece of cloth,213,122,416,152,120,349,91,0.75,10920
yellow pillow,400,0,400,0,1,0,400,0,0
yellow pillow (supersoft),-1,-1,-1,-1,-1,-1,0,0,0
yellow powder,-1,0,0,0,0,0,-1,0,0
yellow rose,233500,190000000,247410000,202000259,1,3,-189766500,-1.0,-189766500
yellow tapestry,99,1,74,1,2,3,98,98.0,196
yetislippers,690000,400100,570625,334916,17,5,289900,0.72,1449500
yielocks,1500,224,1156,302,3,31,1276,5.7,3828
yielowax,2999,204,7105,454,3,15,2795,13.7,8385
yirkas' egg,500,105,1125,177,2,46,395,3.76,790
yol's bow,30000,30000,0,0,0,0,0,0.0,0
young lich worm,28000,23781,49498,23652,2,130,4219,0.18,8438
yummy gummy worm,886,100,3787,71,5,14,786,7.86,3930
zaoan armor,14000,13330,14077,13050,83,538,670,0.05,55610
zaoan chess box,108944,73633,104892,83741,515,509,35311,0.48,17973299
zaoan halberd,384,151,451,237,11,291,233,1.54,2563
zaoan helmet,46999,44430,50343,44992,490,376,2569,0.06,965944
zaoan legs,13697,13390,14255,13172,727,1044,307,0.02,223189
zaoan robe,12300,11547,14905,11494,29,286,753,0.07,21837
zaoan shoes,5600,4823,5387,4807,162,855,777,0.16,125874
zaoan sword,34491,29681,39540,29612,10,97,4810,0.16,48100
zaogun flag,-1,-1,-1,-1,-1,-1,0,0,0
zaogun shoulderplates,149,53,291,117,8,174,96,1.81,768
